unique location,X,Y
Teban Gardens Road ,,
Dalhousie Lane ,30094.5599751044,31944.349147772402
Bedok North Road ,,
"Telok Blangah Rise, Way",,
Boon Lay Pl ,,
Sims Drive ,32789.4301937781,33305.3643512204
"Lorong 13, 15 Geylang",,
Yio Chu Kang Road ,,
Changi Road ,,
Jelebu Road ,,
Desker Road ,,
Simei Rise ,,
Aida Street ,,
"EaStreetwood Green, Road, Terminal, Walk, Way ",,
Woodlands Street 81,22732.471818200298,47039.4743122756
Sembawang Cl ,,
Kang Choo Bin Walk ,,
Jalan Bukit Ho Swee ,,
EaStreet CoaStreet Avenue,,
Bedok South Avenue 1,39173.8123528333,33678.8556520119
Tampines Street 44,41469.579229326,37879.426455427005
New Upp Changi Road ,,
Sengkang WeStreet Way ,,
Klang Lane ,30132.054621541894,32360.6775757354
Alkaff Cres ,,
Frankel Drive ,,
"Lorong 24, 24A Geylang",,
Lorong Sarina ,,
"EaStreetwood Green, Pl ",,
Bedok North Street 1 ,,
Lorong Abu Talib ,,
Chai Chee Drive ,,
Everitt Road,,
Elite Park Avenue ,,
Jalan Besar,30992.9114920031,32425.8124303482
Walmer Drive,,
"Tampines Pl, Road",,
Tampines Ctrl 1 ,,
Jurong WeStreet Street 93,,
"Lorong 8, 10, 12,14 Geylang",,
"Yunnan Cres, Drive 3",,
Mariam Way ,43035.354315822005,37941.3570202123
Geylang Bahru ,31877.4520003423,34062.3770967107
Kew Hts,,
Shunfu Road ,,
Clementi WeStreet Street 2 ,,
Ceylon Road ,,
Serangoon Gdn Terminal ,,
Pine Cl ,,
Simet Street 2 ,,
Edgefield Plains ,35957.3553702235,42151.1449694932
Pasir Ris Street 72 ,,
Edgedale Plains ,,
Woodlands Drive 71 ,,
Toh Tuck Road ,,
"EaStreet CoaStreet Avenue, Terminal ",,
Serangoon Avenue 2 ,,
Tampines Ctrl 7 ,,
Choa Chu Kang Avenue 1 ,31765.2712856904,34981.4189900439
"Loyang Rise, View ",,
ColdStreetream Avenue ,,
Hythe Road ,,
Jalan Tanah Puteh ,,
Lorong 15 Geylang,,
"Li Hwan Cl, View",,
Whitchurch Road,24009.6450094311,30712.691013304502
Jalan Bahagia ,,
Jalan Tiga Ratus,,
Geylang Bahru ,,
Bt Batok EaStreetAvenue 4 ,,
Bedok North Street 1 ,39784.4447099427,34887.5066380352
Yuan Ching Road ,15842.687549319098,35321.1514702886
Woodlands Drive 73 ,24900.7338749757,46939.3395892475
Pasir Ris Drive 1 ,,
ChilTerminaLane Drive ,,
Woodlands Street81 ,,
Punggol Ctrl ,,
Senja Road ,20118.771130388603,40430.8843642026
Jalan Kelempong,,
Tampines Avenue 4 ,,
Jalan Salang ,,
Moulmein Road ,,
Serangoon North Avenue 1 ,,
Fernvale Cl ,,
Cashew Road ,21096.071052968502,39556.792848128796
Joo Chiat Pl ,,
Leith Park,,
Serangoon Ctrl Drive ,,
Lorong 2 Toa Payoh ,30247.708799202002,35641.9446677603
Elite Terminal,,
Tampines Street 42 ,,
Lorong J Telok Kurau ,36572.136045305095,32805.7619805578
Yishun Avenue 9 ,,
Jalan Hikayat,,
Pesari Walk ,41477.5844753915,34036.851409878596
Ang Mo Kio Avenue 10 ,,
Bt Batok Street 25 ,,
Clementi Avenue 5,20544.9421921019,33203.0598677788
Bedok North Avenue 4 ,,
Bedok Reservior Road ,,
Amber Gardens,35217.01758991,31525.1992594395
Kovan Road ,,
Fedelio Street ,,
Mimosa Cres ,,
CaRoadiff Grove ,,
Cavan Road ,,
Jalan Setia ,33083.3741762945,35047.270711582205
Bt Batok Street 33 ,,
Ang Mo Kio Avenue 9 ,,
Hemsley Avenue,,
Hai Sing Cres ,,
Telok Blangah Rise ,,
Ghim Moh Lk,,
Lompang Road ,20541.9161806973,40242.831681734
Everitt Road ,,
Street. Patrick's Road ,,
How Sun Close Quemoy Road ,,
Woodlands Drive 70,23999.409830200497,46859.8870097622
Upp Changi Road ,,
Tuas View Square ,5123.58972820453,31183.100519031294
Clementi Avenue 6 ,,
Lorong N TelokKurau ,,
Bright Hill Drive ,27888.1927363919,37772.0512069426
Tampines Street 33 ,41812.755631024906,37267.3818244655
Edgedale Plains ,36268.2949769376,41789.9222813454
Hougang Street 51 ,34505.8724929234,40099.4990371671
"Pasir Ris Drive 4, Lk",,
Yishun Avenue 1 ,,
Pasir Ris Drive 6 ,,
Kaki Bukit Road 3,35914.6749404036,35518.8137532994
Tampines Avenue 4,,
Ang Mo Kio Avenue 3 ,28684.3447392164,39142.080518620096
EaStreet CoaStreet Road ,,
Cassia Cres ,,
Lorong Limau ,,
Goodman Road ,,
Cedarwood Gr,,
"Joo Chiat Avenue, Pl, Walk",,
Tampines Street 34 ,,
Jalan Sayang ,37161.433075783796,33645.2826466169
Jalan Arif ,33625.4655620474,38800.9951503072
Ampat ,33442.4117581621,34998.1925985795
Choa Chu Kang Cres ,,
Hougang Avenue 8 ,,
Chia Ping Road ,,
"Tembeling Lane, Road",,
Sector C Sin Ming Ind EStreet ,,
Punggol Walk ,35555.2959962161,40540.947409641
Holland Cl ,,
Tampines Street 81 ,,
Woodlands Drive 14,23402.643993131802,46071.151359111114
Anchorvale Link ,,
Pasir Ris Drive 4 ,,
Woodlands Drive 52,24075.746229959703,46127.7024254166
Bedok Road ,36001.992201439105,34733.2826043535
Race Course Road ,,
Kent Road ,,
Jalan Limau Purut,40578.4185378551,33914.6384930965
Mt Faber Road ,,
North Bridge Road ,29776.6172952661,30266.813405701894
Kampong Arang Road ,,
Jalan Kechot,,
Pipit Road ,,
Tanjong Rhu Road,,
The Inglewood,27697.1174325328,38057.9754450284
Defu Avenue 2 ,35559.2559565259,38222.9146173596
Jalan Chengam ,27801.570700674303,39212.8331110105
Defu Lane 3,34779.2844610969,35784.6502505075
Corporation Road ,43170.2095337771,37432.3693044987
Evelyn Road ,,
Holland Drive ,,
Jalan Kesoma ,,
Lorong K Telok Kurau ,36572.136045305095,32805.7619805578
Tampines Street 72 ,,
"Daisy Avenue, Road",,
Tampines Avenue 3 ,39287.5814101994,34825.2002054304
Jurong WeStreet Avenue 3 ,,
Tampines Street 21 ,,
Jalan Gembira ,33140.032724211,34986.2919840813
Countryside Pl ,,
"VeRoade Avenue, Pl",,
Yishun Street 61 ,,
"223B, 223C,Compassvale Drive",,
Circuit Link,34144.2269307757,34279.3548632637
Street George's Road ,,
Yishun Avenue 2 ,,
Bedok Road ,,
Carisbrooke Gr ,,
Roseburn Avenue,,
Gerald Drive,,
Tampines Street 45 ,41789.3238833062,38127.8174553979
Seagull Walk,42643.4847190687,36683.5095431004
Tampines Street 82 ,,
Lorong Lew Lian ,,
StreetuRoadee Road ,,
Serangoon North Avenue 3 ,,
Fowlie Road,,
Lorong J Telok Kurau ,,
Ho Ching Road,15756.7578029251,35120.5024637152
CompassvaleLink ,,
Woodlands Drive 62 ,,
Jurong WeStreet Street 91 ,,
Pasir Ris Drive 4 ,,
Jalan Dusun ,29212.0598315466,34454.498553358
Tai Keng Gardens,,
Boundary Road ,,
North CoaStreet Avenue,,
Upp Paya Lebar Road ,,
Lorong Melayu ,,
Poh Huat Road WeStreet ,,
Changi Road ,36684.266817784905,33390.350947240404
Jalan MaStreetuli ,,
Clementi Avenue 5 ,,
Jalan Sahabat ,,
Tanah Merah Kechil Road,40539.24943629,33940.3547774218
Joo Chiat Terminal ,,
Lakepoint Drive ,15027.8332014997,35848.7503940966
Hougang Street 51 ,,
Hougang Street 11,,
Sophia Road ,29728.974701927997,31611.374448912204
Brighton Cres ,,
Woodlands Drive 53 ,,
Bishan Street 15,,
Woodlands Cres ,,
Nassim Road ,,
GuillemaRoad Cres ,,
Jalan Ketumbit ,32697.4900733214,40638.5209164247
Hougang Avenue 2 ,,
Lorong 27 Geylang ,,
Mattar Road,,
Ang Mo Kio Avenue 2,28534.678670397003,39758.7219180018
Carpmael Road ,,
Hougang Street 11 ,,
Maria Avenue,,
Bedok North Avenue 4 ,40016.9903901685,34960.6840288695
Woodlands Drive 50 ,,
Tyrwhitt Road,,
Rivervale Cres ,,
"Lorong 15, 17Geylang",,
Tampines Avenue 3 ,,
Towner Road ,30900.8241480729,33399.722066341004
Henderson Road,25641.353450218197,28158.038046436406
Hougang Avenue 10 ,35086.2683147509,39648.5111042652
Bedok Streeth Avenue 1,,
Lorong 1 Toa Payoh,30239.6090564914,35732.9267157279
Bedok North Street 3 ,39784.4447099427,34887.5066380352
Hythe Road ,31765.968902179,38731.3095951471
Kitchener Lk,,
Jalan Satu,34049.1903047804,32494.521419283
Compassvale Street ,,
Jurong WeStreet Street 91 ,,
"VeRoade Cres, Gr",,
Hougang Avenue 5 ,,
Jalan Khairuddin ,,
Jalan Batu ,33630.590234370895,31721.7650847398
Canberra Road ,,
Highland Road,,
Marshall Road ,,
Wholesale Ctr,,
WoodlandsAvenue 5,,
Jalan Korban ,,
Yishun Street 71 ,27343.1960479533,45474.324017498606
Pasir Ris Drive 4 ,42254.1038770089,39487.269771505096
ButTerminalworth Lane ,,
Dakota Cres ,,
Pasir Ris Drive 4,,
Jalan Kelabu Asap ,,
Lengkong Tujoh ,37104.1341481358,34528.9059745129
Tampines Street 91 ,,
"Farrer Drive, Road",,
Woodlands InduStreetrial Park E5,,
Geylang Road,,
Bedok North Avenue 4 ,,
Spottiswoode Park Road,,
Casuarina Road,32584.7390795881,31098.095550343398
Woodleigh Cl,32047.6105837859,35344.5674786549
Geylang EaStreet Avenue 2 ,,
Sea Breeze Walk ,,
Bt Batok WeStreet Avenue 6 ,,
Chiap Guan Avenue ,,
Cambridge Road ,,
Bt Panjang Ring Road ,,
Upp Boon Keng Road ,,
Ubi Avenue 1 ,,
Pasir Panjang Hill ,22474.6525229104,29387.3232617844
Ang? Mo Kio Street 52 ,,
Kampong Eunos,,
Hindoo Road ,,
"Bt Purmei Road Blk 109, 115)",,
Park VillasRise ,,
Cranborne Road,,
Bedok Reservoir Road ,,
Commonwealth Cl ,,
Serangoon North Avenue 4 ,,
How Sun Drive ,,
Potong Pasir Avenue 1 ,,
Lorong 21 A Geylang ,,
"Lorong G, H TelokKurau",,
Aroozoo Avenue,,
Kim Keat Cl ,,
CowDriveay Avenue ,,
Jalan Usaha ,,
Yishun Street 21 ,,
Yishun Street 31 ,,
Belmont Road ,24130.008673480697,32841.1161962599
"Tanah Merah Kechil Avenue, Road, Rise",,
Bishan Street 12 ,29678.481923902404,36333.2141721677
Jurong WeStreet Street 71 ,,
Potong Pasir Avenue 2 ,,
Upp Changi Road EaStreet ,,
Jurong WeStreet Street42 ,,
"Leith Park, Road ",,
Pulasan Road,,
Holt Road ,27269.8910170319,30766.0726887677
"Duku Lane, Pl, Road ",,
Lorong 24 Geylang ,,
Yishun Avenue 9 ,28978.816201884303,46249.906715825186
"Parry View, Walk",,
Jalan Raya ,,
Lengkong Tiga ,36632.7883023331,34155.0936817545
Wimborne Road,,
Tampines Street 91 ,,
Lorong 30 Geylang ,,
Tamarind Road ,31036.8836080283,41329.6800940298
Tampines Street 41,40419.1449872525,37684.0250091925
Jalan Korban ,,
Lorong 14 Geylang ,34309.2576637566,33151.4068271331
"Joo Hiang Road, Serangoon Central ",,
Glasgow Road ,,
Bedok InduStreetrial Park E ,,
"Merryn Avenue, Terminal",,
Ang Mo Kio Avenue 3 ,,
Anchorvale Link ,34468.3032964421,41114.2921835892
 Jalan Bangau ,32223.7613502331,40542.5200735405
May Road ,,
Defu Avenue 2,35559.2559565259,38222.9146173596
Bukit Timah Road ,26191.6855972186,33487.0047916062
Phoenix Road ,26012.5496206088,31237.964508460802
Anchorvale Road ,33948.2371657407,41361.3736089766
Woodlands Avenue 5 ,22619.7402867805,46109.911237536
Angklong Lane ,,
Cantonment Road,28899.228506118998,28663.715806789703
Woodlands Ind Park E1,,
Tampines Street 42 ,,
Jurong WeStreet Street 52 ,,
Jalan Batalong EaStreet ,,
Frankel Pl ,,
Woodlands Street 82 ,,
Chiap Guan Avenue,,
Sims Avenue,,
Sungei Kadut Way,,
Punggol Field ,,
Marine Terminal ,,
Bangkit Road ,21314.5701489188,40370.6453256886
Jalan Chegar ,28565.8433734002,37331.1878843252
Jurong EaStreet Street 13 ,,
Leith Park ,32559.8300423883,38257.2511629127
Geylang EaStreet Avenue 1 ,,
CommonwealthCres ,,
Park Villas Rise,,
Lengkong Lima,36916.2883170685,34345.314187485696
KensingtonPark Drive,,
Jalan Merah Saga,,
Toa Payoh Ctrl ,,
North Bridge Road ,,
Jervois Lane ,26397.7641655141,30748.8929746933
"Lorong J, K Telok Kurau ",,
Hong San Walk ,18445.240114975702,39966.0236155186
Choa Chu Kang Avenue 4 ,,
Somme Road ,,
Pasir Ris Street51 ,,
Yishun Avenue 4,28781.169960904903,44074.7220382262
Lorong Pisang Emas,,
Hougang Avenue 7 ,,
Siglap Road ,,
Choa Chu Kang Street 51,,
Woodlands Circle ,21790.1187345283,46186.983330907315
Jalan Bunga Rampai ,,
Morning GLorongy),,
Jalan Tenaga,36148.5545004038,34875.0706737097
Jalan Besar,,
Pasir Ris Drive 3,,
Marine Parade Road,35605.521235534,32669.036836836494
"Mt Sinai Drive, Rise",,
CheStreetnut Avenue ,,
Bedok North Avenue1 ,,
Compassvale Drive ,34670.7027610485,41170.8319902066
"Lorong K, L Telok Kurau ",,
"Tanah Merah Kechil Avenue, Road",,
Jalan Tari Dulang ,,
Yishun Street 71 ,,
Kampong Ampat ,33442.4117581621,34998.1925985795
"EaStreetwood  Drive, Green,  Pl, Walk ",,
Jurong WeStreet Street 62 ,,
Hillview Avenue ,20302.4551136959,37808.9794788677
Holland Avenue ,23589.689145227003,32867.3744591009
"Corporation Rise, Walk ",,
Tampines Street 43 ,41105.8416954828,37904.0330852028
Tampines Street 22 ,41016.6755146617,36809.0213976968
Jalan Tarum ,27753.6395323789,39424.456562047795
Cable Road ,26476.3092503129,28179.940564815
Lorong 5 Toa Payoh ,,
"Jalan Kelichap, Jalan Lokam ",,
Choa Chu Kang Cres ,,
Lorong L Telok Kurau ,,
Jurong WeStreet Street 73 ,,
Lorong 2 Toa Payoh,30247.708799202002,35641.9446677603
